CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,665,2,248.0,35.0,21.0,21.0,11.0,13.0,10.0,164.0,15.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,18.0,566.0,854
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,666,1,128.0,14.0,4.0,5.0,5.0,9.0,7.0,102.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,11.0,301.0,461
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,667,3,451.0,97.0,9.0,27.0,19.0,41.0,19.0,290.0,28.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,36.0,1036.0,1630
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,811,2,30.0,50.0,10.0,24.0,21.0,10.0,15.0,280.0,17.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,7.0,0.0,4.0,0.0,17.0,494.0,870
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,812,2,33.0,33.0,14.0,38.0,45.0,6.0,9.0,378.0,28.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,10.0,0.0,0.0,2.0,15.0,628.0,1158
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,813,2,21.0,40.0,16.0,34.0,32.0,8.0,12.0,307.0,15.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,13.0,9.0,1.0,2.0,1.0,16.0,536.0,1007
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,814,2,65.0,43.0,9.0,33.0,25.0,22.0,11.0,412.0,17.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,6.0,0.0,4.0,1.0,15.0,676.0,1163
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,815,2,39.0,48.0,5.0,19.0,27.0,18.0,12.0,327.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,11.0,546.0,926
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,816,2,27.0,27.0,9.0,34.0,20.0,12.0,14.0,366.0,20.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,11.0,6.0,0.0,3.0,0.0,11.0,565.0,1097
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,817,2,53.0,27.0,10.0,22.0,28.0,11.0,9.0,191.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,6.0,0.0,5.0,1.0,14.0,404.0,1035
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,818,2,31.0,25.0,22.0,21.0,21.0,8.0,3.0,426.0,33.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,4.0,0.0,5.0,1.0,17.0,632.0,1240
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,819,2,49.0,32.0,8.0,13.0,23.0,8.0,8.0,281.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,2.0,0.0,10.0,468.0,798
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,820,1,18.0,15.0,8.0,15.0,48.0,9.0,7.0,236.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,10.0,0.0,2.0,0.0,8.0,395.0,674
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,821,1,19.0,9.0,2.0,14.0,19.0,5.0,6.0,210.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,2.0,0.0,7.0,312.0,570
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,822,3,50.0,44.0,13.0,26.0,36.0,20.0,11.0,541.0,42.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,12.0,1.0,3.0,1.0,35.0,845.0,1610
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,823,1,23.0,10.0,5.0,9.0,15.0,7.0,4.0,213.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,2.0,0.0,7.0,323.0,664
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,824,1,27.0,15.0,5.0,10.0,25.0,9.0,5.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,2.0,0.0,13.0,355.0,668
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,825,2,35.0,31.0,8.0,13.0,19.0,7.0,9.0,320.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,4.0,0.0,4.0,1.0,6.0,487.0,849
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,826,9,118.0,95.0,42.0,91.0,107.0,46.0,31.0,1834.0,119.0,5.0,3.0,1.0,1.0,2.0,5.0,1.0,0.0,63.0,30.0,1.0,19.0,0.0,53.0,2667.0,6518
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,827,1,19.0,20.0,5.0,11.0,8.0,8.0,5.0,237.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,1.0,10.0,345.0,548
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,828,2,69.0,35.0,15.0,25.0,24.0,16.0,10.0,404.0,19.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,5.0,0.0,3.0,3.0,20.0,657.0,1078
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,829,1,15.0,13.0,8.0,15.0,17.0,12.0,5.0,218.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,11.0,334.0,545
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,830,2,70.0,24.0,6.0,15.0,19.0,10.0,7.0,284.0,15.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,8.0,0.0,16.0,487.0,904
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,831,1,19.0,15.0,4.0,19.0,18.0,8.0,2.0,194.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,4.0,0.0,6.0,300.0,464
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,832,2,61.0,29.0,6.0,23.0,19.0,11.0,12.0,286.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,2.0,0.0,3.0,0.0,11.0,490.0,779
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,833,1,32.0,16.0,5.0,23.0,20.0,5.0,10.0,259.0,18.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,2.0,1.0,12.0,413.0,697
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,834,1,34.0,24.0,5.0,23.0,18.0,7.0,7.0,192.0,13.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,4.0,0.0,2.0,0.0,9.0,348.0,589
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,835,1,45.0,22.0,7.0,22.0,11.0,12.0,4.0,181.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,11.0,336.0,523
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,836,1,59.0,22.0,4.0,12.0,10.0,9.0,3.0,233.0,11.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,13.0,387.0,607
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,837,2,38.0,36.0,11.0,22.0,22.0,15.0,14.0,261.0,31.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,16.0,487.0,817
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,838,1,7.0,17.0,1.0,15.0,11.0,7.0,6.0,137.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,2.0,4.0,223.0,369
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,839,2,28.0,23.0,10.0,27.0,21.0,10.0,3.0,365.0,29.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0,7.0,1.0,2.0,0.0,11.0,550.0,1190
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,840,1,16.0,26.0,5.0,21.0,15.0,8.0,7.0,216.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,15.0,355.0,590
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,841,2,44.0,28.0,9.0,17.0,21.0,9.0,12.0,320.0,26.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,17.0,517.0,835
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,842,2,42.0,27.0,9.0,15.0,20.0,13.0,14.0,364.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,5.0,1.0,3.0,0.0,26.0,570.0,870
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,843,1,22.0,18.0,2.0,34.0,19.0,4.0,5.0,198.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,0.0,2.0,0.0,13.0,338.0,525
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,844,1,30.0,43.0,8.0,27.0,9.0,10.0,5.0,222.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,1.0,0.0,11.0,393.0,625
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,845,1,30.0,26.0,2.0,41.0,21.0,9.0,9.0,254.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,3.0,13.0,441.0,698
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,846,2,41.0,30.0,7.0,27.0,21.0,9.0,3.0,326.0,21.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,4.0,0.0,5.0,0.0,14.0,520.0,1092
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,847,2,14.0,41.0,13.0,34.0,17.0,9.0,6.0,313.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,3.0,2.0,5.0,484.0,1037
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,848,2,24.0,27.0,7.0,40.0,20.0,12.0,4.0,295.0,22.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,12.0,3.0,0.0,3.0,0.0,5.0,481.0,1115
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,851,2,20.0,16.0,4.0,17.0,27.0,17.0,8.0,347.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,1.0,2.0,0.0,9.0,514.0,1016
3,23,QUINTANA ROO,4,CANCUN,11,PUERTO MORELOS,177,5,129.0,549.0,58.0,179.0,64.0,320.0,40.0,742.0,29.0,12.0,4.0,16.0,7.0,25.0,23.0,0.0,6.0,21.0,17.0,1.0,0.0,19.0,92.0,2353.0,3262
3,23,QUINTANA ROO,4,CANCUN,11,PUERTO MORELOS,178,3,88.0,311.0,32.0,109.0,50.0,183.0,28.0,535.0,19.0,8.0,0.0,1.0,1.0,3.0,16.0,0.0,0.0,11.0,10.0,1.0,2.0,0.0,47.0,1455.0,2032
3,23,QUINTANA ROO,4,CANCUN,11,PUERTO MORELOS,179,17,765.0,1057.0,133.0,496.0,278.0,220.0,204.0,3400.0,171.0,28.0,6.0,7.0,0.0,37.0,29.0,2.0,5.0,46.0,36.0,2.0,14.0,10.0,264.0,7210.0,12029
3,23,QUINTANA ROO,4,CANCUN,11,PUERTO MORELOS,964,3,125.0,105.0,17.0,59.0,31.0,17.0,16.0,265.0,11.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,5.0,1.0,1.0,1.0,22.0,687.0,964
